,Quarter,Minute,Point Differential,Wins,Losses,key,N
782,2,5,-13,10,60,25-13,70
783,2,5,-12,15,77,25-12,92
784,2,5,-11,24,93,25-11,117
785,2,5,-10,22,89,25-10,111
786,2,5,-9,33,125,25-9,158
787,2,5,-8,31,120,25-8,151
788,2,5,-7,30,134,25-7,164
789,2,5,-6,30,136,25-6,166
790,2,5,-5,40,113,25-5,153
791,2,5,-4,31,132,25-4,163
792,2,5,-3,46,113,25-3,159
793,2,5,-2,53,107,25-2,160
794,2,5,-1,72,104,25-1,176
795,2,5,1,75,95,251,170
796,2,5,2,75,76,252,151
797,2,5,3,77,90,253,167
798,2,5,4,59,68,254,127
799,2,5,5,71,78,255,149
800,2,5,6,62,53,256,115
801,2,5,7,60,40,257,100
802,2,5,8,46,29,258,75
803,2,5,9,55,22,259,77
804,2,5,10,53,19,2510,72
805,2,5,11,46,17,2511,63
806,2,5,12,53,7,2512,60
807,2,5,13,49,11,2513,60
808,2,5,14,46,14,2514,60
809,2,5,15,50,10,2515,60
810,2,5,16,49,11,2516,60
811,2,5,17,52,8,2517,60
812,2,5,18,49,11,2518,60
813,2,5,19,53,7,2519,60
814,2,5,20,49,11,2520,60
815,2,5,21,57,3,2521,60
816,2,5,22,53,7,2522,60
817,2,5,23,59,1,2523,60
818,2,5,24,57,3,2524,60
819,2,5,26,58,2,2526,60
820,2,5,27,57,3,2527,60
821,2,5,28,60,0,2528,60
822,2,5,32,60,0,2532,60
823,2,6,-31,0,60,26-31,60
824,2,6,-30,0,60,26-30,60
825,2,6,-29,0,60,26-29,60
826,2,6,-28,0,60,26-28,60
827,2,6,-27,1,59,26-27,60
828,2,6,-26,1,59,26-26,60
829,2,6,-25,2,58,26-25,60
830,2,6,-24,1,59,26-24,60
831,2,6,-23,1,59,26-23,60
832,2,6,-22,1,59,26-22,60
833,2,6,-21,0,60,26-21,60
834,2,6,-20,4,56,26-20,60
835,2,6,-19,4,56,26-19,60
836,2,6,-18,6,54,26-18,60
837,2,6,-17,5,55,26-17,60
838,2,6,-16,6,54,26-16,60
839,2,6,-15,6,60,26-15,66
840,2,6,-14,9,54,26-14,63
841,2,6,-13,10,69,26-13,79
842,2,6,-12,20,78,26-12,98
843,2,6,-11,17,68,26-11,85
844,2,6,-10,27,86,26-10,113
845,2,6,-9,15,99,26-9,114
846,2,6,-8,31,107,26-8,138
847,2,6,-7,30,114,26-7,144
848,2,6,-6,30,131,26-6,161
849,2,6,-5,42,126,26-5,168
850,2,6,-4,43,123,26-4,166
851,2,6,-3,69,136,26-3,205
852,2,6,-2,81,105,26-2,186
853,2,6,-1,58,102,26-1,160
854,2,6,1,65,85,261,150
855,2,6,2,71,81,262,152
856,2,6,3,72,77,263,149
857,2,6,4,51,65,264,116
858,2,6,5,76,65,265,141
859,2,6,6,48,58,266,106
860,2,6,7,49,44,267,93
861,2,6,8,58,33,268,91
862,2,6,9,50,26,269,76
863,2,6,10,45,17,2610,62
864,2,6,11,46,14,2611,60
865,2,6,12,47,13,2612,60
866,2,6,13,48,12,2613,60
867,2,6,14,48,12,2614,60
868,2,6,15,52,8,2615,60
869,2,6,16,49,11,2616,60
870,2,6,17,55,5,2617,60
871,2,6,18,52,8,2618,60
872,2,6,19,56,4,2619,60
873,2,6,20,51,9,2620,60
874,2,6,21,52,8,2621,60
875,2,6,22,50,10,2622,60
876,2,6,23,53,7,2623,60
877,2,6,24,57,3,2624,60
878,2,6,25,58,2,2625,60
879,2,6,26,56,4,2626,60
880,2,6,27,56,4,2627,60
881,2,6,28,60,0,2628,60
882,2,6,29,59,1,2629,60
883,2,6,31,60,0,2631,60
884,2,7,-28,0,60,27-28,60
885,2,7,-26,0,60,27-26,60
886,2,7,-25,0,60,27-25,60
887,2,7,-24,3,57,27-24,60
888,2,7,-23,3,57,27-23,60
889,2,7,-22,3,57,27-22,60
890,2,7,-21,1,59,27-21,60
891,2,7,-20,3,57,27-20,60
892,2,7,-19,1,59,27-19,60
893,2,7,-18,5,55,27-18,60
894,2,7,-17,6,54,27-17,60
895,2,7,-16,3,57,27-16,60
896,2,7,-15,10,50,27-15,60
897,2,7,-14,8,55,27-14,63
898,2,7,-13,11,52,27-13,63
899,2,7,-12,14,58,27-12,72
900,2,7,-11,16,79,27-11,95
901,2,7,-10,21,84,27-10,105
902,2,7,-9,28,92,27-9,120
903,2,7,-8,40,114,27-8,154
904,2,7,-7,32,101,27-7,133
905,2,7,-6,35,153,27-6,188
906,2,7,-5,44,127,27-5,171
907,2,7,-4,53,130,27-4,183
908,2,7,-3,49,109,27-3,158
909,2,7,-2,51,110,27-2,161
910,2,7,-1,57,98,27-1,155
911,2,7,1,73,108,271,181
912,2,7,2,76,79,272,155
913,2,7,3,87,91,273,178
914,2,7,4,60,71,274,131
915,2,7,5,62,63,275,125
916,2,7,6,54,51,276,105
917,2,7,7,49,44,277,93
918,2,7,8,47,27,278,74
919,2,7,9,44,22,279,66
920,2,7,10,47,14,2710,61
921,2,7,11,52,14,2711,66
922,2,7,12,44,16,2712,60
923,2,7,13,45,15,2713,60
924,2,7,14,49,11,2714,60
925,2,7,15,50,10,2715,60
926,2,7,16,53,7,2716,60
927,2,7,17,49,11,2717,60
928,2,7,18,56,4,2718,60
929,2,7,19,53,7,2719,60
930,2,7,20,51,9,2720,60
931,2,7,21,51,9,2721,60
932,2,7,22,51,9,2722,60
933,2,7,23,54,6,2723,60
934,2,7,24,50,10,2724,60
935,2,7,25,55,5,2725,60
936,2,7,26,57,3,2726,60
937,2,7,28,59,1,2728,60
938,2,7,29,60,0,2729,60
939,2,8,-26,1,59,28-26,60
940,2,8,-25,0,60,28-25,60
941,2,8,-24,1,59,28-24,60
942,2,8,-23,1,59,28-23,60
943,2,8,-22,0,60,28-22,60
944,2,8,-21,3,57,28-21,60
945,2,8,-20,4,56,28-20,60
946,2,8,-19,5,55,28-19,60
947,2,8,-18,6,54,28-18,60
948,2,8,-17,3,57,28-17,60
949,2,8,-16,8,52,28-16,60
950,2,8,-15,7,57,28-15,64
951,2,8,-14,7,59,28-14,66
952,2,8,-13,15,59,28-13,74
953,2,8,-12,11,58,28-12,69
954,2,8,-11,14,66,28-11,80
955,2,8,-10,21,79,28-10,100
956,2,8,-9,20,80,28-9,100
957,2,8,-8,29,110,28-8,139
958,2,8,-7,44,93,28-7,137
959,2,8,-6,39,120,28-6,159
960,2,8,-5,39,111,28-5,150
961,2,8,-4,45,137,28-4,182
962,2,8,-3,42,117,28-3,159
963,2,8,-2,62,127,28-2,189
964,2,8,-1,52,105,28-1,157
965,2,8,1,80,96,281,176
966,2,8,2,68,78,282,146
967,2,8,3,68,91,283,159
968,2,8,4,61,52,284,113
969,2,8,5,57,62,285,119
970,2,8,6,62,49,286,111
971,2,8,7,41,37,287,78
972,2,8,8,62,37,288,99
973,2,8,9,42,28,289,70
974,2,8,10,37,30,2810,67
975,2,8,11,36,24,2811,60
976,2,8,12,49,11,2812,60
977,2,8,13,41,19,2813,60
978,2,8,14,49,11,2814,60
979,2,8,15,45,15,2815,60
980,2,8,16,48,12,2816,60
981,2,8,17,54,6,2817,60
982,2,8,18,57,3,2818,60
983,2,8,19,52,8,2819,60
984,2,8,20,54,6,2820,60
985,2,8,21,49,11,2821,60
986,2,8,22,51,9,2822,60
987,2,8,23,51,9,2823,60
988,2,8,24,58,2,2824,60
989,2,8,25,56,4,2825,60
990,2,8,26,57,3,2826,60
991,2,8,27,58,2,2827,60
992,2,9,-29,0,60,29-29,60
993,2,9,-27,1,59,29-27,60
994,2,9,-26,3,57,29-26,60
995,2,9,-25,1,59,29-25,60
996,2,9,-24,4,56,29-24,60
997,2,9,-23,1,59,29-23,60
998,2,9,-22,0,60,29-22,60
999,2,9,-21,0,60,29-21,60
1000,2,9,-20,2,58,29-20,60
1001,2,9,-19,4,56,29-19,60
1002,2,9,-18,3,57,29-18,60
1003,2,9,-17,5,55,29-17,60
1004,2,9,-16,6,54,29-16,60
1005,2,9,-15,7,53,29-15,60
1006,2,9,-14,8,52,29-14,60
1007,2,9,-13,13,57,29-13,70
1008,2,9,-12,17,57,29-12,74
1009,2,9,-11,18,79,29-11,97
1010,2,9,-10,16,93,29-10,109
1011,2,9,-9,21,98,29-9,119
1012,2,9,-8,19,100,29-8,119
1013,2,9,-7,34,110,29-7,144
1014,2,9,-6,40,128,29-6,168
1015,2,9,-5,49,101,29-5,150
1016,2,9,-4,50,132,29-4,182
1017,2,9,-3,53,132,29-3,185
1018,2,9,-2,60,111,29-2,171
1019,2,9,-1,72,103,29-1,175
1020,2,9,1,70,97,291,167
1021,2,9,2,74,87,292,161
1022,2,9,3,74,83,293,157
1023,2,9,4,72,77,294,149
1024,2,9,5,67,56,295,123
1025,2,9,6,66,49,296,115
1026,2,9,7,54,42,297,96
1027,2,9,8,54,40,298,94
1028,2,9,9,59,30,299,89
1029,2,9,10,38,25,2910,63
1030,2,9,11,44,16,2911,60
1031,2,9,12,43,17,2912,60
1032,2,9,13,48,12,2913,60
1033,2,9,14,46,14,2914,60
1034,2,9,15,46,14,2915,60
1035,2,9,16,53,7,2916,60
1036,2,9,17,52,8,2917,60
1037,2,9,18,56,4,2918,60
1038,2,9,19,49,11,2919,60
1039,2,9,20,56,4,2920,60
1040,2,9,21,52,8,2921,60
1041,2,9,22,53,7,2922,60
1042,2,9,23,54,6,2923,60
1043,2,9,24,53,7,2924,60
1044,2,9,26,55,5,2926,60
1045,2,10,-26,1,59,210-26,60
1046,2,10,-25,1,59,210-25,60
1047,2,10,-24,5,55,210-24,60
1048,2,10,-23,3,57,210-23,60
1049,2,10,-22,8,52,210-22,60
1050,2,10,-21,3,57,210-21,60
1051,2,10,-20,1,59,210-20,60
1052,2,10,-19,4,56,210-19,60
1053,2,10,-18,9,51,210-18,60
1054,2,10,-17,10,50,210-17,60
1055,2,10,-16,5,55,210-16,60
1056,2,10,-15,7,53,210-15,60
1057,2,10,-14,6,54,210-14,60
1058,2,10,-13,8,52,210-13,60
1059,2,10,-12,11,54,210-12,65
1060,2,10,-11,13,71,210-11,84
1061,2,10,-10,13,72,210-10,85
1062,2,10,-9,24,97,210-9,121
1063,2,10,-8,21,99,210-8,120
1064,2,10,-7,21,116,210-7,137
1065,2,10,-6,34,102,210-6,136
1066,2,10,-5,46,119,210-5,165
1067,2,10,-4,63,119,210-4,182
1068,2,10,-3,55,120,210-3,175
1069,2,10,-2,65,123,210-2,188
1070,2,10,-1,62,98,210-1,160
1071,2,10,1,72,92,2101,164
1072,2,10,2,67,88,2102,155
1073,2,10,3,59,82,2103,141
1074,2,10,4,58,64,2104,122
1075,2,10,5,71,52,2105,123
1076,2,10,6,59,44,2106,103
1077,2,10,7,55,52,2107,107
1078,2,10,8,51,40,2108,91
1079,2,10,9,53,42,2109,95
1080,2,10,10,41,27,21010,68
1081,2,10,11,37,23,21011,60
1082,2,10,12,42,19,21012,61
1083,2,10,13,43,17,21013,60
1084,2,10,14,41,19,21014,60
1085,2,10,15,51,9,21015,60
1086,2,10,16,52,8,21016,60
1087,2,10,17,51,9,21017,60
1088,2,10,18,55,5,21018,60
1089,2,10,19,50,10,21019,60
1090,2,10,20,55,5,21020,60
1091,2,10,21,56,4,21021,60
1092,2,10,22,56,4,21022,60
1093,2,10,23,57,3,21023,60
1094,2,10,24,52,8,21024,60
1095,2,11,-25,2,58,211-25,60
1096,2,11,-24,1,59,211-24,60
1097,2,11,-23,6,54,211-23,60
1098,2,11,-22,3,57,211-22,60
1099,2,11,-21,2,58,211-21,60
1100,2,11,-20,4,56,211-20,60
1101,2,11,-19,3,57,211-19,60
1102,2,11,-18,5,55,211-18,60
1103,2,11,-17,6,54,211-17,60
1104,2,11,-16,8,52,211-16,60
1105,2,11,-15,6,54,211-15,60
1106,2,11,-14,12,48,211-14,60
1107,2,11,-13,8,52,211-13,60
1108,2,11,-12,6,54,211-12,60
1109,2,11,-11,13,59,211-11,72
1110,2,11,-10,12,59,211-10,71
1111,2,11,-9,16,81,211-9,97
1112,2,11,-8,15,76,211-8,91
1113,2,11,-7,33,85,211-7,118
1114,2,11,-6,31,80,211-6,111
1115,2,11,-5,35,96,211-5,131
1116,2,11,-4,39,87,211-4,126
1117,2,11,-3,42,104,211-3,146
1118,2,11,-2,48,86,211-2,134
1119,2,11,-1,62,78,211-1,140
1120,2,11,1,53,69,2111,122
1121,2,11,2,51,62,2112,113
1122,2,11,3,56,70,2113,126
1123,2,11,4,59,50,2114,109
1124,2,11,5,54,67,2115,121
1125,2,11,6,66,33,2116,99
1126,2,11,7,62,41,2117,103
1127,2,11,8,55,30,2118,85
1128,2,11,9,38,22,2119,60
1129,2,11,10,40,20,21110,60
1130,2,11,11,35,25,21111,60
1131,2,11,12,38,22,21112,60
1132,2,11,13,41,19,21113,60
1133,2,11,14,44,16,21114,60
1134,2,11,15,48,12,21115,60
1135,2,11,16,51,9,21116,60
1136,2,11,17,48,12,21117,60
1137,2,11,18,53,7,21118,60
1138,2,11,19,58,2,21119,60
1139,2,11,20,56,4,21120,60
1140,2,11,21,52,8,21121,60
1141,2,11,22,53,7,21122,60
1142,2,11,23,52,8,21123,60
1143,2,11,24,54,6,21124,60
1144,2,11,25,58,2,21125,60
1145,2,12,-26,1,59,212-26,60
1146,2,12,-23,2,58,212-23,60
1147,2,12,-22,6,54,212-22,60
1148,2,12,-21,3,57,212-21,60
1149,2,12,-20,3,57,212-20,60
1150,2,12,-19,3,57,212-19,60
1151,2,12,-18,7,53,212-18,60
1152,2,12,-17,3,57,212-17,60
1153,2,12,-16,5,55,212-16,60
1154,2,12,-15,8,52,212-15,60
1155,2,12,-14,9,51,212-14,60
1156,2,12,-13,9,51,212-13,60
1157,2,12,-12,7,53,212-12,60
1158,2,12,-11,7,53,212-11,60
1159,2,12,-10,7,53,212-10,60
1160,2,12,-9,9,51,212-9,60
1161,2,12,-8,13,47,212-8,60
1162,2,12,-7,22,38,212-7,60
1163,2,12,-6,13,63,212-6,76
1164,2,12,-5,27,68,212-5,95
1165,2,12,-4,25,62,212-4,87
1166,2,12,-3,31,62,212-3,93
1167,2,12,-2,37,58,212-2,95
1168,2,12,-1,27,48,212-1,75
1169,2,12,1,31,50,2121,81
1170,2,12,2,31,47,2122,78
1171,2,12,3,34,41,2123,75
1172,2,12,4,34,29,2124,63
1173,2,12,5,31,30,2125,61
1174,2,12,6,34,26,2126,60
1175,2,12,7,37,23,2127,60
1176,2,12,8,38,22,2128,60
1177,2,12,9,36,24,2129,60
1178,2,12,10,38,22,21210,60
1179,2,12,11,40,20,21211,60
1180,2,12,12,44,16,21212,60
1181,2,12,13,41,19,21213,60
1182,2,12,14,46,14,21214,60
1183,2,12,15,45,15,21215,60
1184,2,12,16,52,8,21216,60
1185,2,12,17,46,14,21217,60
1186,2,12,18,52,8,21218,60
1187,2,12,19,50,10,21219,60
1188,2,12,20,55,5,21220,60
1189,2,12,21,53,7,21221,60
1190,2,12,22,55,5,21222,60
1191,2,12,23,55,5,21223,60
1192,3,0,-42,0,60,30-42,60
1193,3,0,-41,0,60,30-41,60
1194,3,0,-40,0,60,30-40,60
1195,3,0,-39,0,60,30-39,60
1196,3,0,-38,0,60,30-38,60
1197,3,0,-37,0,60,30-37,60
1198,3,0,-36,0,60,30-36,60
1199,3,0,-35,0,60,30-35,60
1200,3,0,-34,0,60,30-34,60
1201,3,0,-33,0,60,30-33,60
1202,3,0,-32,1,59,30-32,60
1203,3,0,-31,0,60,30-31,60
1204,3,0,-30,0,60,30-30,60
1205,3,0,-29,0,60,30-29,60
1206,3,0,-28,0,60,30-28,60
1207,3,0,-27,0,60,30-27,60
1208,3,0,-26,2,58,30-26,60
1209,3,0,-25,0,60,30-25,60
1210,3,0,-24,0,60,30-24,60
1211,3,0,-23,1,59,30-23,60
1212,3,0,-22,1,76,30-22,77
1213,3,0,-21,2,77,30-21,79
1214,3,0,-20,3,85,30-20,88
1215,3,0,-19,1,94,30-19,95
1216,3,0,-18,3,112,30-18,115
1217,3,0,-17,3,124,30-17,127
1218,3,0,-16,3,117,30-16,120
1219,3,0,-15,0,132,30-15,132
1220,3,0,-14,7,148,30-14,155
1221,3,0,-13,7,133,30-13,140
1222,3,0,-12,5,133,30-12,138
1223,3,0,-11,5,148,30-11,153
1224,3,0,-10,13,137,30-10,150
1225,3,0,-9,17,164,30-9,181
1226,3,0,-8,30,138,30-8,168
1227,3,0,-7,38,204,30-7,242
1228,3,0,-6,44,166,30-6,210
1229,3,0,-5,60,161,30-5,221
1230,3,0,-4,72,174,30-4,246
1231,3,0,-3,65,131,30-3,196
1232,3,0,-2,62,142,30-2,204
1233,3,0,-1,100,126,30-1,226
1234,3,0,1,103,103,301,206
1235,3,0,2,98,102,302,200
1236,3,0,3,108,80,303,188
1237,3,0,4,88,69,304,157
1238,3,0,5,94,57,305,151
1239,3,0,6,113,42,306,155
1240,3,0,7,113,34,307,147
1241,3,0,8,118,25,308,143
1242,3,0,9,97,24,309,121
1243,3,0,10,84,9,3010,93
1244,3,0,11,78,8,3011,86
1245,3,0,12,85,7,3012,92
1246,3,0,13,83,5,3013,88
1247,3,0,14,74,2,3014,76
1248,3,0,15,58,2,3015,60
1249,3,0,16,61,1,3016,62
1250,3,0,17,57,3,3017,60
1251,3,0,18,56,4,3018,60
1252,3,0,19,60,0,3019,60
1253,3,0,20,59,1,3020,60
1254,3,0,21,56,4,3021,60
1255,3,0,22,57,3,3022,60
1256,3,0,23,57,3,3023,60
1257,3,0,24,56,4,3024,60
1258,3,0,25,55,5,3025,60
1259,3,0,26,59,1,3026,60
1260,3,0,27,60,0,3027,60
1261,3,0,28,60,0,3028,60
1262,3,0,29,60,0,3029,60
1263,3,0,30,60,0,3030,60
1264,3,0,31,60,0,3031,60
1265,3,0,33,60,0,3033,60
1266,3,0,34,60,0,3034,60
1267,3,0,35,60,0,3035,60
1268,3,0,36,60,0,3036,60
1269,3,0,37,60,0,3037,60
1270,3,0,38,60,0,3038,60
1271,3,0,39,60,0,3039,60
1272,3,0,41,60,0,3041,60
1273,3,0,42,60,0,3042,60
1274,3,0,44,60,0,3044,60
1275,3,0,46,60,0,3046,60
1276,3,0,47,60,0,3047,60
1277,3,0,48,60,0,3048,60
1278,3,1,-41,0,60,31-41,60
1279,3,1,-40,0,60,31-40,60
1280,3,1,-39,0,60,31-39,60
1281,3,1,-38,0,60,31-38,60
1282,3,1,-37,0,60,31-37,60
1283,3,1,-36,0,60,31-36,60
1284,3,1,-35,0,60,31-35,60
1285,3,1,-34,0,60,31-34,60
1286,3,1,-33,0,60,31-33,60
1287,3,1,-32,0,60,31-32,60
1288,3,1,-31,1,59,31-31,60
1289,3,1,-30,0,60,31-30,60
1290,3,1,-29,1,59,31-29,60
1291,3,1,-28,0,60,31-28,60
1292,3,1,-27,2,58,31-27,60
1293,3,1,-26,2,58,31-26,60
1294,3,1,-25,2,58,31-25,60
1295,3,1,-24,3,57,31-24,60
1296,3,1,-23,0,60,31-23,60
1297,3,1,-22,2,58,31-22,60
1298,3,1,-21,4,56,31-21,60
1299,3,1,-20,1,59,31-20,60
1300,3,1,-19,0,70,31-19,70
1301,3,1,-18,4,68,31-18,72
1302,3,1,-17,4,78,31-17,82
1303,3,1,-16,3,75,31-16,78
1304,3,1,-15,1,87,31-15,88
1305,3,1,-14,2,90,31-14,92
1306,3,1,-13,2,105,31-13,107
1307,3,1,-12,4,91,31-12,95
1308,3,1,-11,5,109,31-11,114
1309,3,1,-10,8,104,31-10,112
1310,3,1,-9,12,81,31-9,93
1311,3,1,-8,18,99,31-8,117
1312,3,1,-7,36,125,31-7,161
1313,3,1,-6,33,114,31-6,147
1314,3,1,-5,50,115,31-5,165
1315,3,1,-4,24,91,31-4,115
1316,3,1,-3,37,91,31-3,128
1317,3,1,-2,41,97,31-2,138
1318,3,1,-1,46,91,31-1,137
1319,3,1,1,72,71,311,143
1320,3,1,2,68,68,312,136
1321,3,1,3,97,66,313,163
1322,3,1,4,82,50,314,132
1323,3,1,5,71,34,315,105
1324,3,1,6,47,35,316,82
1325,3,1,7,71,24,317,95
1326,3,1,8,67,19,318,86
1327,3,1,9,58,11,319,69
1328,3,1,10,59,9,3110,68
1329,3,1,11,53,7,3111,60
1330,3,1,12,55,5,3112,60
1331,3,1,13,55,5,3113,60
1332,3,1,14,57,3,3114,60
1333,3,1,15,57,3,3115,60
1334,3,1,16,59,1,3116,60
1335,3,1,17,59,1,3117,60
1336,3,1,18,58,2,3118,60
1337,3,1,19,59,1,3119,60
1338,3,1,20,58,2,3120,60
1339,3,1,21,59,1,3121,60
1340,3,1,22,56,4,3122,60
1341,3,1,23,58,2,3123,60
1342,3,1,24,57,3,3124,60
1343,3,1,25,58,2,3125,60
1344,3,1,26,58,2,3126,60
1345,3,1,27,60,0,3127,60
1346,3,1,28,60,0,3128,60
1347,3,1,29,60,0,3129,60
1348,3,1,30,60,0,3130,60
1349,3,1,31,60,0,3131,60
1350,3,1,32,59,1,3132,60
1351,3,1,33,60,0,3133,60
1352,3,1,34,60,0,3134,60
1353,3,1,35,60,0,3135,60
1354,3,1,46,60,0,3146,60
1355,3,1,49,60,0,3149,60
1356,3,2,-40,0,60,32-40,60
1357,3,2,-39,0,60,32-39,60
1358,3,2,-38,0,60,32-38,60
1359,3,2,-37,0,60,32-37,60
1360,3,2,-36,0,60,32-36,60
1361,3,2,-35,0,60,32-35,60
1362,3,2,-34,0,60,32-34,60
1363,3,2,-33,0,60,32-33,60
1364,3,2,-32,0,60,32-32,60
1365,3,2,-31,0,60,32-31,60
1366,3,2,-30,1,59,32-30,60
1367,3,2,-29,0,60,32-29,60
1368,3,2,-28,1,59,32-28,60
1369,3,2,-27,3,57,32-27,60
1370,3,2,-26,4,56,32-26,60
1371,3,2,-25,2,58,32-25,60
1372,3,2,-24,1,59,32-24,60
1373,3,2,-23,0,60,32-23,60
1374,3,2,-22,1,59,32-22,60
1375,3,2,-21,2,58,32-21,60
1376,3,2,-20,1,59,32-20,60
1377,3,2,-19,4,56,32-19,60
1378,3,2,-18,1,59,32-18,60
1379,3,2,-17,3,76,32-17,79
1380,3,2,-16,2,86,32-16,88
1381,3,2,-15,2,82,32-15,84
1382,3,2,-14,2,96,32-14,98
1383,3,2,-13,3,89,32-13,92
1384,3,2,-12,4,103,32-12,107
1385,3,2,-11,7,123,32-11,130
1386,3,2,-10,15,106,32-10,121
1387,3,2,-9,12,117,32-9,129
1388,3,2,-8,19,107,32-8,126
1389,3,2,-7,23,95,32-7,118
1390,3,2,-6,21,89,32-6,110
1391,3,2,-5,28,104,32-5,132
1392,3,2,-4,36,91,32-4,127
1393,3,2,-3,45,87,32-3,132
1394,3,2,-2,45,84,32-2,129
1395,3,2,-1,42,78,32-1,120
1396,3,2,1,58,79,321,137
1397,3,2,2,73,53,322,126
1398,3,2,3,73,57,323,130
1399,3,2,4,62,42,324,104
1400,3,2,5,70,47,325,117
1401,3,2,6,61,32,326,93
1402,3,2,7,68,32,327,100
1403,3,2,8,60,18,328,78
1404,3,2,9,54,14,329,68
1405,3,2,10,55,8,3210,63
1406,3,2,11,53,7,3211,60
